API#,Operator,Operator ID,WellType,WellName,WellNumber,OrderNumbers,Approval Date,County,Sec,Twp,Rng,QQQQ,LAT,LONG,PSI,BBLS,ZONE,,,
3514323504,GRAND RESOURCES INC,8702,2R,A. TYNER,21-24,43332,9/9/1960,TULSA,17,21N,13E, SE NE SW,36.2966186,-95.9465748,NA,NA,TUCKER,,,
3514323516,MORRIS OPERATING COMPANY,13770,2D,MARTIN,7,346772,4/27/1990,TULSA,5,16N,13E,NE NE SE NE,35.8961371,-95.9440934,300,"2,000",WILCOX,,,
3514323668,THIRD GENERATION RESOURCES LLC,22344,2D,BROWN,54,336291,3/6/1989,TULSA,17,16N,14E,NE SE NW SW,35.8614957,-95.8509663,900,"1,000",DUTCHER,,,
3514323713,THIRD GENERATION RESOURCES LLC,22344,2D,BROWN,11B,349396,8/14/1990,TULSA,18,16N,14E,SW SW NE SE,35.8602557,-95.8584258,250,200,DUTCHER,,,
3514323732,THIRD GENERATION RESOURCES LLC,22344,2R,BURTON BROWN,5E,368145,9/9/1992,TULSA,17,16N,14E,SW NE SE SW,35.8586464,-95.8471655,500,500,DUTCHER,,,
3514323782,PINNACLE OPERATING COMPANY LLC,20931,2D,SHEEHAN,2,242580,7/29/1983,TULSA,11,20N,12E,NE NE,36.2330886,-95.9947700,300,400,BARTLESVILLE,,,
3514323795,DEXXON INC,16835,2R,BERRYHILL GLENN SAND UNIT 03,D-15,43774,11/10/1960,TULSA,10,17N,12E,S2   S2   SW SW,35.9594311,-96.0246571,NA,NA,GLENN ,,,
3514323804,GRAND RESOURCES INC,8702,2D,E. CHARLEY,6-18,502607,3/15/2005,TULSA,9,21N,13E,NW SW SW,36.3101714,-95.9361329,0,200,"CUSHING, TUCKER",,,
3514323811,PARISH PETROLEUM COMPANY,11844,2D,CAMPBELL RANCH,#4-5,1604300003,1/11/2016,TULSA,23,19N,10E,NW SW NE,36.1142630,-96.2153270,500,500,"RED FORK, SKINNER ",,,
3514323829,NOBLE RESOURCES INC,19319,2D,MARTIN,3-31,389463,1/19/1995,TULSA,31,19N,11E,SW NW SE NE,36.0855376,-96.1761622,500,"1,000",ARBUCKLE,,,
3514323846,INTERNATIONAL ENERGY COMPANY LLC,23556,2D,LANCASTER,2,567321,4/29/2009,TULSA,29,19N,11E,E2 SE SW NE,36.0983504,-96.1595306,0,"2,500",ARBUCKLE,,,
3514323863,GALT INVESTMENT COMPANY LLC,23520,2D,ROSS SCOGGINS,4A,525724,6/6/2006,TULSA,32,21N,13E,SW NW NE NE,36.2621382,-95.9417483,0,200,BARTLESVILLE,,,
3514323870,GALT INVESTMENT COMPANY LLC,23520,2D,FIELDS,5,401857,5/15/1996,TULSA,17,21N,13E,SW SE NE SE,36.2973577,-95.9392095,200,450,BARTLESVILLE,,,
3514323872,SALLEE OIL CORPORATION,15458,2D,GREEN,8,408052,12/20/1996,TULSA,33,21N,13E,W2 SE NW NE,36.2612013,-95.9258254,150,300,BARTLESVILLE,,,
3514323875,MAYBEE FAMILY LIMITED LIABILITY CO LLC,23844,2D,BAUMGARTEN,2,225687,10/5/1982,TULSA,23,21N,12E,SE NE SE,36.2829126,-95.9955938,150,400,BARTLESVILLE,,,
3514323879,PARK KENNETH Y,16436,2D,BATIE,27,410600,3/25/1997,TULSA,26,22N,12E,SW SE NE SE,36.3549900,-95.9922070,300,"1,200",ARBUCKLE,,,
3514323883,COLPITT C H DRILLING CO LLC,21741,2D,BEU,5,133616,8/26/1977,TULSA,1,21N,12E,NW SW SW,36.3246117,-95.9899458,100,30,SALT WATER BEARING,,,
3514323890,COB ENERGY LLC,23992,2R,BENWAY,4,489400,4/29/2004,TULSA,27,17N,13E,SE SE SW NW,35.9234025,-95.9180929,100,200,WILCOX,,,
3514323894,GEMINI OIL COMPANY,817,2R,E. GLENN SAND UNIT,109A2,44718,3/3/1961,TULSA,3,17N,12E,SW SW SE,35.9738915,-96.0198732,NA,NA,GLENN,,,
3514323902,COB ENERGY LLC,23992,2D,TURINSKY SWD,1,429395,1/7/1999,TULSA,16,16N,13E,SW NE NW SE,35.8621372,-95.9322511,300,"5,000",WILCOX,,,
3514323968,GATEWAY RESOURCES USA INC,18192,2D,STAMPS,T-1,431219,3/31/1999,TULSA,18,22N,13E,NE NW NE NE,36.3939711,-95.9579154,750,"2,000",ARBUCKLE,,,
3514324021,SPARKS GREG,15112,2D,MAXIE,1,36784,3/31/1956,TULSA,5,19N,11E,E2 SE NW,36.1562909,-96.1643763,0,200,CLEVELAND,,,
3514324023,REDDY OIL & GAS CORPORATION,17653,2R,CORBRAY,W-10,467216,8/27/2002,TULSA,22,17N,12E,W2   NW NE NW,35.9434698,-96.0234754,500,"2,000",BARTLESVILLE,,,
3514324076,NOBLE RESOURCES INC,19319,2R,HOWARD,9,533043,12/8/2006,TULSA,19,19N,11E,NW SW NE SE,36.1093455,-96.1759595,300,500,BARTLESVILLE,,,
3514324090,NOBLE RESOURCES INC,19319,2D,FINCANNON,6,535468,2/13/2007,TULSA,15,19N,11E,SW NE SE SW,36.1212811,-96.1293536,0,"1,500",ARBUCKLE,,,
3514324132,BARNETT JOHN,19922,2D,CREMIN (CREMIN 20),2A,1605810065,5/5/2016,TULSA,29,21N,13E,SE SE SE SE,36.2644620,-95.9383510,300,600,BARTLESVILLE,,,
3514324140,BLACK DOT OIL INC,18187,2D,JACKSON,17-A,1205960034,5/22/2012,TULSA,2,21N,12E,W2 SE SW NE,36.3300969,-95.9931350,400,"2,000",BURGESS,,,
3514324152,PETRON ENERGY INC,22277,2R,GERNER ,1,1701330003,6/2/2017,TULSA,24,17N,14E,SE SW SE NE,35.9389000,-95.7644800,250,200,BURGEN,,,
3514324185,INTERNATIONAL ENERGY COMPANY LLC,23556,2R,MAYO/MOORE,1,1305820016,6/5/2013,TULSA,28,19N,11E,E2 E2 SE SW ,36.0919624,-96.1457927,500,"2,000",RED FORK,,,
3514324186,INTERNATIONAL ENERGY COMPANY LLC,23556,2R,MAYO/MOORE,3,1004590026,6/22/2011,TULSA,28,19N,11E,E2 E2 SW SW,36.0919623,-96.1500503,300,500,RED FORK,,,
3514324189,ROCK OIL COMPANY,15180,2D,OSBORN,1,260594,6/8/1984,TULSA,5,21N,13E,SE SE NW SE,36.3260740,-95.9424510,300,500,BARTLESVILLE,,,
3514324215,WP OIL LLC,23411,2R,BOB G. BALES,1A,1303180051,9/23/2014,TULSA,20,21N,13E,SW NW NW SE,36.2843041,-95.9458145,0,300,TUCKER,,,
3514324220,WACHOB OIL & GAS LLC,22840,2R,ISPOCOGEE,12,1104230142,2/15/2011,TULSA,34,18N,12E,N2 S2 SW SW,35.9899936,-96.0269442,600,500,GLENN,,,
3514324251,NEOSHO OPERATING SERVICES LLC,22958,CDW,FANCHER SWD,1,1302240087,12/7/2012,TULSA,36,21N,12E,NW NE SE,36.9299812,-95.8885449,900,"10,000",ARBUCKLE,,,
3514324287,CROSE OIL COMPANY,10281,2R,WISDOM,3,1405630013,11/7/2014,TULSA,33,21N,13E,SW NE NE SW ,36.2557283,-95.9295633,0,300,BARTLESVILLE,,,
3514324295,CROSE OIL COMPANY,10281,2R,QUINTON,2,1500590037,7/14/2014,TULSA,18,20N,13E,NW SE SE SW,36.2068762,-95.9609003,0,500,BARTLESVILLE,,,
3514324298,BLACK DOT OIL INC,18187,2D,DIVINNA,14,1501720012,10/22/2014,TULSA,13,21N,12E,NW SE SW SE,36.3052652,-95.9851692,500,"1,000",ARBUCKLE,,,
3514330040,BD OPERATING LLC,23758,2D,HELLER MCKEE WID,1,1402970006,1/7/2014,TULSA,17,19N,10E,SE SW NE ,36.1269080,-96.2665300,0,100,BARTLESVILLE,,,
3514376013,PILLERS CHRIS & INDIA ,23440,2D,SIVALLS,4,1501930074,11/7/2014,TULSA,1,21N,12E,SW SE SE SE,36.3319752,-95.9813162,0,500,BARTLESVILLE,,,
3514396277,REDDY OIL & GAS CORPORATION,17653,2R,EAST GLENN SAND UNIT,4-28,100950,11/1/1973,TULSA,15,17N,12E,  NE SW,35.9502560,-96.0225400,800,"15,000","ARBUCKLE, WILCOX",,,
3514503085,TILLEY MATT dba TILLEY OIL CO,22992,2D,GARMAN,10A,349162,8/3/1990,WAGONER,33,17N,15E,SE NW NW,35.9118749,-95.7217222,300,300,DUTCHER,,,
3514520534,PETRON ENERGY INC,22277,2R,SIMON,2,1404860048,3/26/2014,WAGONER,35,17N,16E,SE NW NE,35.9125989,-95.5704346,300,100,DUTCHER,,,
3514520690,I-MAC PETROLEUM SERVICE INC,15918,2R,CAROLYN,1-9,1400450065,8/23/2013,WAGONER,9,16N,16E,C-NW SE ,35.8765600,-95.6130500,480,"2,000",DUTCHER,,,
3514520841,I-MAC PETROLEUM SERVICE INC,15918,2R,STONE SUE,1-10,1400450067,8/23/2013,WAGONER,10,16N,16E,C-SW NW ,35.8801398,-95.6041169,450,"2,000",DUTCHER,,,
3514521353,PETRON ENERGY INC,22277,2R,SIMON,8,1102060149,7/21/2011,WAGONER,35,17N,16E,NE SE NW NE,35.9127184,-95.5695395,350,"1,000",DUTCHER,,,
3514521537,I-MAC PETROLEUM SERVICE INC,15918,2R,CAROLYN,4-9,1304910042,4/15/2013,WAGONER,9,16N,16E,NE NW SE,35.8774398,-95.6119109,480,"20,000",DUTCHER,,,
3514521680,I-MAC PETROLEUM SERVICE INC,15918,2R,CAROLYN,9-9,1304910044,4/15/2013,WAGONER,9,16N,16E,N2 N2 NE SE ,35.8778913,-95.6085729,482,"20,000",DUTCHER,,,
3514521725,I-MAC PETROLEUM SERVICE INC,15918,2R,TRS,4-9,1501520023,11/18/2014,WAGONER,9,16N,16E,W2 W2 SE SE,35.8787724,-95.6096859,485,"2,000",DUTCHER,,,
3514521726,I-MAC PETROLEUM SERVICE INC,15918,2R,TRS,5-9,1400450066,10/14/2013,WAGONER,9,16N,16E,SW SW SE NE,35.8787725,-95.6102412,486,"2,000",DUTCHER,,,
3514521727,I-MAC PETROLEUM SERVICE INC,15918,2R,TRS,6-9,1304910043,4/15/2013,WAGONER,9,16N,16E,NE SE SE NE ,35.8795964,-95.6068992,474,"2,000",DUTCHER,,,
3514521837,OLIA OIL & GAS SERVICES LLC,24075,2R,FRANKLIN,4,1406020030,3/13/2014,WAGONER,15,17N,15E,NE SE SE ,35.9478042,-95.6906693,500,800,DUTCHER,,,
3514521871,OLIA OIL & GAS SERVICES LLC,24075,2R,FRANKLIN,5,1406020028,3/13/2014,WAGONER,15,17N,15E,SE NE SE ,35.9498775,-95.6914264,500,"1,000",DUTCHER,,,
3514521887,OLIA OIL & GAS SERVICES LLC,24075,2R,INA JEAN,4,1204510121,5/3/2012,WAGONER,21,17N,15E,SW NE SE NE,35.9395319,-95.7096137,0,"2,000",DUTCHER,,,
3514521913,OLIA OIL & GAS SERVICES LLC,24075,2R,PARKER,2,1406060015,3/26/2014,WAGONER,22,17N,15E,SE NW NE ,35.9418083,-95.6957493,500,"1,000",DUTCHER,,,
3514521917,OLIA OIL & GAS SERVICES LLC,24075,2R,LCL,2,1407060003,5/28/2014,WAGONER,15,17N,15E,SE SW SE,35.9450257,-95.6951719,500,"1,000",DUTCHER,,,
3514521935,WHITE BUFFALO PETROLEUM LLC,23394,2R,THOMPSON,3,420160,1/30/1998,WAGONER,3,17N,16E,NE SE NE,35.9843330,-95.5845905,400,100,TYNER,,,
3514521955,OLIA OIL & GAS SERVICES LLC,24075,2R,FRANKLIN,10,1406060014,3/26/2014,WAGONER,15,17N,15E,SW SE SE ,35.9461946,-95.6935561,500,"1,000",DUTCHER,,,
3514521963,OLIA OIL & GAS SERVICES LLC,24075,2R,PARKER,8,1407060002,5/12/2014,WAGONER,22,17N,15E,NW SE NE,35.9399836,-95.6935006,500,"1,000",DUTCHER,,,
3514522032,OLIA OIL & GAS SERVICES LLC,24075,2R,FRANKLIN,12,1407060001,6/4/2014,WAGONER,15,17N,15E,SE SE NE ,35.9522780,-95.6917751,500,"1,000",DUTCHER,,,
3514522074,OLIA OIL & GAS SERVICES LLC,24075,2R,"FULLER-GATEWOOD  ""B""   SAVANNAH                      ",4     ,1204710150,3/6/2012,WAGONER,21,17N,15E,SW SW NE SE,35.9341067,-95.7113012,500,"2,000",DUTCHER,,,
3514522138,I-MAC PETROLEUM SERVICE INC,15918,2R,DONOHUE,3,1501520024,11/18/2014,WAGONER,28,17N,15E,SW NE NE,35.9267951,-95.7117882,700,"2,000",DUTCHER,,,
3514522249,OLIA OIL & GAS SERVICES LLC,24075,2R,COX                           ,3     ,1204510123,5/29/2012,WAGONER,21,17N,15E,SE SW SE SE,35.9304853,-95.7106697,0,"2,000",DUTCHER,,,
3514522290,AGAPE INC,20215,2R,STONE BLUFF UNIT,W5-31,326853,6/9/1988,WAGONER,5,16N,15E,CS2  NE,35.8944090,-95.7356300,600,"1,188",DUTCHER,,,
3514522305,PETRON ENERGY INC,22277,2D,HUGHES,2,1200120054,9/9/2011,WAGONER,33,18N,15E,NW NE SW,35.9941070,-95.7207218,500,"2,000","MISSISSIPPI, SIMPSON",,,
3514522419,PETRON ENERGY INC,22277,2R,LYNNE EDWARDS,1A,1701330004,1/26/2017,WAGONER,31,18N,15E,C S/2 NE SW,35.9929300,-95.7551600,300,200,TYNER (WILCOX),,,
3514522573,BAXTER RANDALL H,18706,2D,CHELAUREN,3,374361,6/3/1993,WAGONER,33,17N,17E,NE NW NW,35.9008237,-95.4957495,600,500,ARBUCKLE,,,
3514522578,OLIA OIL & GAS SERVICES LLC,24075,2R,FRANKLIN,23,1406020029,2/18/2014,WAGONER,15,17N,15E,SW NE SE ,35.9484888,-95.6930275,500,"1,000",DUTCHER,,,
3514522657,TILLEY MATT dba TILLEY OIL CO,22992,2D,BAILEY,B2,355170,3/13/1991,WAGONER,32,19N,16E,NW NW SW,36.0813172,-95.6352404,300,50,DUTCHER,,,
3514522767,I-MAC PETROLEUM SERVICE INC,15918,2R,LOVE,1A-28,1501520025,11/18/2014,WAGONER,28,17N,15E,NE SE NE NW,35.9240813,-95.7106797,700,"2,000",DUTCHER,,,
3514522809,RAY ROGER T,21453,2D,DAVISON,1-2,370560,12/17/1992,WAGONER,2,15N,16E,SE SW SE,35.7991733,-95.5763053,"1,000",500,CROMWELL,,,
3514522964,W C T OPERATING LLC,22138,2D,SCHWAB,7-3F,530104,9/22/2006,WAGONER,7,17N,18E,CSE NW,35.9692298,-95.4315671,"1,000","4,000",ARBUCKLE,,,
3514522968,W C T OPERATING LLC,22138,2D,CLARK,18-6A,528514,8/16/2006,WAGONER,18,17N,18E,E2 E2 NE NE,35.9571058,-95.4225491,"1,000","2,700",ARBUCKLE,,,
3514523016,TREY RESOURCES INC,13651,2D,MILLER SWD,17-1,544069,9/12/2007,WAGONER,17,16N,18E,SW SW SW NW,35.8642697,-95.4287028,500,"7,500",ARBUCKLE,,,
3514523044,PETRON ENERGY INC,22277,2R,LA NINA,3,1402480095,3/15/2010,WAGONER,6,17N,15E,NW NE NW,35.9873261,-95.7557295,0,250,WILCOX,,,
3514523102,TREY RESOURCES INC,13651,2D,CORONADO,18-1SW,558234,8/19/2008,WAGONER,18,16N,18E,SW SW SW NW,35.8642171,-95.4456003,500,"7,500",ARBUCKLE,,,
3514523111,TREY RESOURCES INC,13651,2D,LEBLANC,20-1SW,558235,8/19/2008,WAGONER,20,16N,17E,SE SW SE SE,35.8423243,-95.5206314,700,"7,500",ARBUCKLE,,,
3514523118,TREY RESOURCES INC,13651,2D,GLASS,20-1SW,557882,8/11/2008,WAGONER,20,16N,18E,SW SW NW SW,35.8461070,-95.4285748,600,"7,500",ARBUCKLE,,,
3514523128,"WCT OPERATING, LLC",22138,2R,DUNKIN,18-10,1705060072,2/16/2017,WAGONER,18,17N,18E,CT NW SE,35.3029730,-96.0431600,300,200,CROMWELL,,,
3514523138,TREY RESOURCES INC,13651,2D,WRIGHT,12-1SW,560698,10/13/2008,WAGONER,12,16N,17E,SE SE SE NE,35.8785466,-95.4465269,535,"7,500",ARBUCKLE,,,
3514523139,TREY RESOURCES INC,13651,2D,MILES,16-1SW,560476,10/7/2008,WAGONER,16,16N,18E,NW NW SE NE,35.8673620,-95.4016561,600,"7,500",ARBUCKLE,,,
3514523141,TREY RESOURCES INC,13651,2D,LOLA DEAN,14-2SW,560475,10/7/2008,WAGONER,14,16N,17E,SE SE SW SE,35.8567733,-95.4686050,600,"7,500",ARBUCKLE,,,
3514523329,W C T OPERATING LLC,22138,2D,GARCIA SWD,4-1,1202790220,12/15/2011,WAGONER,4,17N,17E,NW NW NW NW,35.9863686,-95.5106493,450,"5,000",ARBUCKLE,,,
3514523342,WHITE BUFFALO PETROLEUM LLC,23394,2D,CONNIE,1-3,1402650001,11/4/2013,WAGONER,3,17N,16E,SW SW SW SE,35.9737966,-95.5911167,250,500,ARBUCKLE,,,
3514523396,"WCT OPERATING, LLC",22138,2R,DUNKIN,18-22,1705060071,2/16/2017,WAGONER,18,17N,18E,NW NW NE SE,0.0000000,0.0000000,300,200,CROMWELL,,,
3514700081,GATEWAY RESOURCES USA INC,18192,2R,H L BRYANT,W-3,52812,9/18/1963,WASHINGTON,25,26N,12E,NE NE,36.7115925,-95.9733085,NA,NA,BARTLESVILLE,,,
3514700135,WORSTELL OIL CO LLC,23051,2R,CUNNINGHAM,E-2,34146,2/12/1957,WASHINGTON,32,26N,13E,SW NW NE,36.6955333,-95.9437170,500,30,BARTLESVILLE,,,
3514700140,HOWARD JOHN D,6201,2R,GENEVA PARKER,5-LW,43884,11/18/1960,WASHINGTON,32,28N,13E,SE NW NW,36.8703184,-95.9495328,NA,NA,BARTLESVILLE,,,
3514700179,ORLOSKI JOHN C,15347,2R,JOHN N. SHAILER,H0-15,27096,5/18/1953,WASHINGTON,34,27N,13E,C W NW,36.7859343,-95.9146660,500,500,BARTLESVILLE,,,
3514700180,ORLOSKI JOHN C,15347,2R,J.E. SHAILER,JO-14,27096,5/18/1953,WASHINGTON,34,27N,13E,NW,36.7841543,-95.9123752,500,500,BARTLESVILLE,,,
3514700181,ORLOSKI JOHN C,15347,2R,COCHRAN (EVA COCHRAN #9,CO-9,27096,5/18/1953,WASHINGTON,34,27N,13E,SE SE NW,36.7796176,-95.9089947,500,625,BARTLESVILLE,,,
3514700184,ORLOSKI JOHN C,15347,2R,MODE,HO-11,27096,5/18/1953,WASHINGTON,27,27N,13E,NW,36.7895983,-95.9146206,500,500,BARTLESVILLE,,,
3514700206,ORLOSKI JOHN C,15347,2R,JOHN A SHAILER,H-15,27096,5/18/1953,WASHINGTON,34,27N,13E,NE SW NW,36.7814383,-95.9135194,500,500,BARTLESVILLE,,,
3514700212,FOX NORTHEASTERN OIL & GAS CORP,21505,2R,JONES LEASE UNIT AREA,11,63363,7/28/1966,WASHINGTON,6,28N,13E,CW2 SE SE,36.9329930,-95.9564028,NA,NA,WAYSIDE,,,
3514700531,ENDEAVOR ENERGY RESOURCES LP,20857,2D,ELMER PAVEY,B-2,421413,3/11/1998,WASHINGTON,8,23N,14E,C E2 SW SE,36.4833501,-95.8356950,500,500,ARBUCKLE,,,
3514700689,BRATCO OPERATING COMPANY INC,20347,2D,PIERCE (ELLA PIERCE #4),4A,28647,5/25/1954,WASHINGTON,1,26N,13E,SW NE SE,36.7621728,-95.8667470,NA,NA,ARBUCKLE LIME,,,
3514701420,BULLSEYE OPERATING LLC,21976,2D,A LORIAUX FEE,5-A,541067,6/27/2007,WASHINGTON,32,26N,13E,SE NW,36.6935040,-95.9450326,0,700,BARTLESVILLE,,,
3514701649,ALLISON TOM & SHELLY dba T & S OIL COMPANY,18336,2D,KINCAIDE,1,325347,5/4/1988,WASHINGTON,30,26N,14E,SE NE NE SW,36.7047892,-95.8545797,350,300,BARTLESVILLE,,,
3514701681,ALLISON TOM & SHELLY dba T & S OIL COMPANY,18336,2R,JORDAN,3,514450,11/7/2005,WASHINGTON,30,26N,14E,SE NW NE,36.7106698,-95.8508328,450,50,BARTLESVILLE,,,
3514701846,L & L PRODUCERS,2737,2D,LULU FLANAGAN,1A,1801290002,8/28/2017,WASHINGTON,23,25N,12E,NE NW SW,36.6326200,-95.9994700,0,250,BARTLESVILLE,,,
3514701947,BAILEY OIL COMPANY INC,6396,2R,JACK BUNCH,12,431953,4/30/1999,WASHINGTON,18,26N,14E,SW SW NE,36.7366794,-95.8532173,500,500,BARTLESVILLE,,,
3514701949,BAILEY OIL COMPANY INC,6396,2R,JACK BUNCH,14,394843,8/22/1995,WASHINGTON,18,26N,14E,NW SW NE,36.7381582,-95.8537176,500,500,BARTLESVILLE,,,
3514701959,BAILEY OIL COMPANY INC,6396,2R,NANNIE BUNCH,9,430353,2/22/1999,WASHINGTON,18,26N,14E,NW NE NE,36.7418860,-95.8490380,500,500,BARTLESVILLE,,,
3514701966,BRATCO OPERATING COMPANY INC,20347,2R,JOSH VANN,1,375133,7/9/1993,WASHINGTON,18,26N,14E,SW SE NE,36.7360358,-95.8485328,500,250,BARTLESVILLE,,,
3514701982,BRATCO OPERATING COMPANY INC,20347,2R,JOSH VANN,18,55304,5/27/1964,WASHINGTON,18,26N,14E,S2 SE NE,36.7351723,-95.8471879,NA,NA,BARTLESVILLE,,,
3514701996,BAILEY OIL COMPANY INC,6396,2R,LEE BUNCH,20,394529,8/7/1995,WASHINGTON,19,26N,14E,SW NE NW,36.7243156,-95.8570948,500,500,BARTLESVILLE,,,
3514702009,BRATCO OPERATING COMPANY INC,20347,2R,W J EASEY,7A,32819,6/26/1956,WASHINGTON,19,26N,14E,NE NW SE,36.7197262,-95.8508744,NA,NA,BARTLESVILLE,,,
3514703056,SWANSON DOUGLAS L & SHARON,20405,2R,HBSSU,12-7,471854,1/24/2003,WASHINGTON,7,25N,14E,SW NW NE,36.6671655,-95.8530852,250,500,BARTLESVILLE,,,
3514703179,GATEWAY RESOURCES USA INC,18192,2D,"FARRIS, N B",2,422064,4/7/1998,WASHINGTON,29,25N,14E,SW SE NW,36.6201296,-95.8395845,500,500,MISSISSIPPI,,,
3514703538,GRIGGS JOSH,23229,2R,UNIT BLOCK,K-15,55899,7/28/1964,WASHINGTON,13,27N,12E,NE NE SE,36.8213954,-95.9734472,280,20,WAYSIDE,,,
3514703922,PERFORMANCE OPERATING COMPANY LLC,22659,2R,CICERO CRITTENDEN,17,34233,2/21/1957,WASHINGTON,2,27N,13E,  C SE,36.8475128,-95.8852136,NA,NA,WAYSIDE,,,
3514704032,PUTNAM PHYLLIS L,11868,2R,NEEDHAM,3,386256,9/16/1994,WASHINGTON,4,27N,13E,CNW NW,36.8566381,-95.9325173,250,600,BARTLESVILLE,,,
3514705675,FOUR A OIL COMPANY INC,10813,2D,LOUIS BECK,W49,239533,6/7/1983,WASHINGTON,35,27N,13E,NE NE NW,36.7858363,-95.8920881,400,700,BARTLESVILLE,,,
3514705929,PERFORMANCE OPERATING COMPANY LLC,22659,2D,SCUDDER(LILLIE WILSON(LONGHORN),(1-A)015,1204630032,3/29/2012,WASHINGTON,8,27N,14E,SE SW SW,36.8302877,-95.8421939,300,500,"BARTLESVILLE, PERU  ",,,
3514706690,GLORY OIL COMPANY LLC,21590,2D,HOLLAND,3,1406420046,5/7/2014,WASHINGTON,20,28N,13E,SW SE SE ,36.8880667,-95.9371761,125,200,WAYSIDE,,,
3514706793,GATEWAY RESOURCES USA INC,18192,2R,ANDY BROWN,6W,32310,4/24/1956,WASHINGTON,22,28N,13E,CNE NE,36.9000986,-95.9008880,NA,NA,BARTLESVILLE,,,
3514706795,GATEWAY RESOURCES USA INC,18192,2R,ANDY BROWN,3-W,32310,4/22/1945,WASHINGTON,22,28N,13E,NW NE NE,36.9019034,-95.9008876,NA,NA,WAYSIDE,,,
3514707794,FINNEY KYLER A dba FINNEY OIL CO,23134,2R,P C WILLIAMS(WILLIAMS SURP),21W,1204910142,5/1/2012,WASHINGTON,17,29N,14E,SE NW SW,36.9891378,-95.8181827,0,500,BARTLESVILLE,,,
3514707852,MIDAMERICAN EXPLORATION LLC,22820,2R,N. CANARY,1-WS,1106700057,5/27/2011,WASHINGTON,19,29N,14E,SE NE NW,36.9832161,-95.8319979,500,"5,000",ARBUCKLE,,,
3514708716,RICKS CONSULTING LLC,22936,CDW,SHEETS,A-1,260505,6/6/1984,WASHINGTON,11,28N,13E,NW NW NE,35.2647149,-99.3607128,400,"10,000",GRANITE WASH,,,
3514708994,BRATCO OPERATING COMPANY INC,20347,2R,JULIA BROWN,B-1,368240,9/11/1992,WASHINGTON,14,27N,13E,NW SE NW,36.8248353,-95.8937296,350,150,WAYSIDE,,,
3514708995,BRATCO OPERATING COMPANY INC,20347,2R,JOHNSON,B-5-W,28456,4/19/1954,WASHINGTON,14,27N,13E,SW NE NW,36.8263457,-95.8936051,NA,NA,BARTLESVILLE,,,
3514708999,ENDEAVOR ENERGY RESOURCES LP,20857,2R,BARNETT,W-20,346099,3/30/1990,WASHINGTON,30,27N,14E,CNW,36.7967810,-95.8590045,400,150,BARTLESVILLE,,,
3514709000,ENDEAVOR ENERGY RESOURCES LP,20857,2R,ROBERT BARNETT,W-28,1406460018,2/3/2015,WASHINGTON,30,27N,14E,NE SW NW,36.7949681,-95.8609140,600,"1,000",BARTLESVILLE,,,
3514709001,GATEWAY RESOURCES USA INC,18192,2D,"LAWSON, G",1,422065,4/7/1998,WASHINGTON,17,24N,14E,SW NE SW,36.5586379,-95.8428314,500,500,BURGESS,,,
3514709144,BULLSEYE OPERATING LLC,21976,2R,HAYHURST,2-A,36258,1/17/1958,WASHINGTON,27,29N,13E,CN2 NW SW,36.9626646,-95.8922963,NA,NA,BARTLESVILLE,,,
3514709145,BALDRACHI OIL PROPERTIES LLC,21753,2D,"STAATS ""B""",1,23997,9/20/1950,WASHINGTON,5,26N,13E,SW NE SE,36.7615194,-95.9383124,NA,NA,BARTLESVILLE,,,
3514709344,CASTELLA INC,21740,2D,WILSON,24,529854,9/18/2006,WASHINGTON,12,27N,13E,NE NW NW,36.8429725,-95.8772968,200,"1,000",ARBUCKLE,,,
3514709369,WF OPERATING LLC,22130,2D,FOWLER,6,564808,1/26/2009,WASHINGTON,2,25N,12E,SE SE NW SE,36.6736786,-95.9904965,0,500,BARTLESVILLE,,,
3514709428,L & L PRODUCERS,2737,2D,TYLER BEASLEY,5,1008050092,7/14/2010,WASHINGTON,2,26N,13E,NW NE SE SE,36.7682475,-95.8919599,500,350,BARTLESVILLE,,,
3514709429,KERNS OIL,20673,2D, GUTHRIE,4,1101300039,6/22/2011,WASHINGTON,18,26N,13E, NW NE NW,36.7411670,-95.9660295,250,150,OSWEGO,,,
3514720049,PUTNAM PHYLLIS L,11868,2D,WARWICK,W-2,507611,6/29/2005,WASHINGTON,4,27N,13E,CS2  SW,36.8456888,-95.9303687,0,500,BARTLESVILLE,,,
3514720217,PERFORMANCE OPERATING COMPANY LLC,22659,2R,HERBERT F TYLER  ,1,37281,6/17/1958,WASHINGTON,2,27N,13E, NE NE SW,36.8502100,-95.8914600,NA,NA,WAYSIDE,,,
3514720323,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,FLOYD MARTIN,3-A,232610,2/2/1983,WASHINGTON,5,26N,13E,NE NW NE NW,36.7709456,-95.9472825,500,300,BARTLESVILLE,,,
3514720418,PUTNAM PHYLLIS L,11868,2R,JONES,101,242126,1/22/1974,WASHINGTON,9,27N,13E,NW NE NW,36.8438062,-95.9292434,300,200,BARTLESVILLE,,,
3514720533,MARCO OIL COMPANY LLC,21239,2R,POWELL,W-7B,1007890020,8/30/2010,WASHINGTON,12,27N,13E,NW NW SW,36.8365589,-95.8805360,300,500,BARTLESVILLE,,,
